,Shipment_ID,Origin_Country,Destination_Country,Shipment_Date,Estimated_Arrival_Date,Actual_Arrival_Date,Transport_Mode,Carrier_Name,Route_Code,Declared_Value_USD,Tariff_Category,Route_Risk_Index,Inspection_Type,Delay_Reason,Customs_Delay_Days,Risk_Flag,Origin_City,Destination_City,Weight
141,SHP000142,USA,Brazil,2024-07-16,2024-07-21,2024-07-28,Road,Carrier_36,R686,45417.13,Low,0.94,Physical,Random inspection selected,7,2,Los Angeles,Salvador,5
142,SHP000143,UK,South Africa,2024-11-23,2024-12-11,2024-12-11,Rail,Carrier_37,R175,7824.33,Medium,0.53,Both,Incorrect HS code classification,0,0,Birmingham,Johannesburg,442
143,SHP000144,Japan,USA,2021-01-15,2021-02-13,2021-02-18,Air,Carrier_28,R614,44800.74,Low,0.31,Physical,Random inspection selected,5,2,Nagoya,Houston,299
144,SHP000145,Germany,UK,2024-10-26,2024-11-09,2024-11-13,Sea,Carrier_17,R301,2643.09,High,0.88,Both,"Incomplete paperwork, requires manual review",4,2,Munich,Edinburgh,658
145,SHP000146,South Africa,USA,2020-09-23,2020-10-03,2020-10-03,Road,Carrier_37,R142,17762.01,Medium,0.85,Both,High-risk commodity flagged for inspection,0,0,Durban,Los Angeles,785
146,SHP000147,Australia,UK,2019-05-05,2019-05-25,2019-05-26,Road,Carrier_42,R409,40067.47,Medium,0.72,Physical,"Suspected undervaluation, needs reassessment",1,1,Sydney,Edinburgh,855
147,SHP000148,China,Germany,2023-12-06,2023-12-24,2023-12-24,Rail,Carrier_30,R308,36281.79,High,0.54,Document,Tariff dispute pending resolution,0,0,Shanghai,Munich,747
148,SHP000149,USA,UK,2024-10-10,2024-11-01,2024-11-01,Sea,Carrier_21,R347,9898.29,Low,0.4,Physical,"Incomplete paperwork, requires manual review",0,0,Phoenix,Liverpool,150
149,SHP000150,Brazil,UAE,2023-09-09,2023-09-21,2023-09-21,Air,Carrier_21,R691,23638.28,High,0.59,Document,Tariff dispute pending resolution,0,0,Sao Paulo,Abu Dhabi,247
150,SHP000151,Brazil,South Africa,2019-04-05,2019-04-12,2019-04-21,Rail,Carrier_33,R568,1887.4,Low,0.57,Document,Tariff dispute pending resolution,9,2,Sao Paulo,Port Elizabeth,712
151,SHP000152,Australia,UAE,2022-03-16,2022-04-07,2022-04-09,Sea,Carrier_7,R541,35135.89,Low,0.15,Document,"Incomplete paperwork, requires manual review",2,1,Perth,Dubai,286
152,SHP000153,Australia,South Africa,2021-03-08,2021-03-24,2021-03-31,Road,Carrier_5,R495,21782.4,High,0.93,Both,"Incomplete paperwork, requires manual review",7,2,Brisbane,Port Elizabeth,541
153,SHP000154,USA,India,2023-06-02,2023-06-18,2023-06-24,Road,Carrier_36,R474,23091.13,High,0.84,Physical,"Incomplete paperwork, requires manual review",6,2,New York,Bangalore,500
154,SHP000155,China,Germany,2022-09-26,2022-10-26,2022-10-28,Rail,Carrier_34,R567,29972.5,Medium,0.34,Physical,Tariff dispute pending resolution,2,1,Guangzhou,Berlin,625
155,SHP000156,Australia,Brazil,2022-10-09,2022-10-30,2022-11-04,Rail,Carrier_46,R676,40339.82,High,0.4,Physical,Tariff dispute pending resolution,5,2,Brisbane,Salvador,185
156,SHP000157,Australia,Brazil,2019-04-20,2019-05-14,2019-05-18,Rail,Carrier_17,R771,17970.95,Low,0.45,Both,"Suspected undervaluation, needs reassessment",4,2,Brisbane,Rio de Janeiro,785
157,SHP000158,Australia,UK,2020-08-28,2020-09-23,2020-09-25,Air,Carrier_3,R686,12005.64,Medium,0.18,Document,High-risk commodity flagged for inspection,2,1,Brisbane,Manchester,180
158,SHP000159,UK,Germany,2023-08-08,2023-08-29,2023-08-29,Rail,Carrier_48,R844,45827.45,Medium,0.63,Both,Tariff dispute pending resolution,0,0,Liverpool,Berlin,305
159,SHP000160,South Africa,UK,2022-07-09,2022-07-19,2022-07-20,Rail,Carrier_35,R450,1641.63,High,0.96,Both,Random inspection selected,1,1,Cape Town,Birmingham,621
160,SHP000161,Australia,UAE,2021-02-26,2021-03-10,2021-03-11,Road,Carrier_36,R405,5182.13,High,0.6,Both,Tariff dispute pending resolution,1,1,Perth,Ajman,50
161,SHP000162,Japan,South Africa,2022-11-29,2022-12-21,2022-12-21,Road,Carrier_19,R224,4286.75,Low,0.9,Document,"Incomplete paperwork, requires manual review",0,0,Osaka,Durban,805
162,SHP000163,Brazil,India,2022-11-19,2022-12-08,2022-12-08,Road,Carrier_48,R590,2790.93,High,0.07,Document,High-risk commodity flagged for inspection,0,0,Sao Paulo,Chennai,878
163,SHP000164,India,Brazil,2021-09-20,2021-09-26,2021-09-26,Air,Carrier_41,R338,39000.85,Medium,0.44,Physical,"Suspected undervaluation, needs reassessment",0,0,Chennai,Brasilia,475
164,SHP000165,USA,China,2020-10-08,2020-10-26,2020-10-31,Rail,Carrier_31,R766,8606.77,Low,0.95,Physical,"Suspected undervaluation, needs reassessment",5,2,New York,Chengdu,381
165,SHP000166,Australia,Germany,2024-12-31,2025-01-28,2025-01-28,Sea,Carrier_12,R527,19292.16,High,0.41,Document,"Incomplete paperwork, requires manual review",0,0,Adelaide,Berlin,743
166,SHP000167,China,Japan,2020-03-15,2020-03-30,2020-04-03,Road,Carrier_30,R756,2327.7,Medium,0.67,Document,High-risk commodity flagged for inspection,4,2,Guangzhou,Tokyo,434
167,SHP000168,India,UK,2020-10-27,2020-11-24,2020-11-29,Rail,Carrier_42,R363,1965.82,Medium,0.18,Both,"Suspected undervaluation, needs reassessment",5,2,Kolkata,London,858
168,SHP000169,Germany,USA,2023-07-19,2023-08-06,2023-08-06,Road,Carrier_6,R510,5872.63,Medium,0.86,Physical,"Incomplete paperwork, requires manual review",0,0,Cologne,Phoenix,600
169,SHP000170,Brazil,UAE,2021-08-22,2021-09-10,2021-09-14,Road,Carrier_22,R409,41680.77,High,0.2,Physical,"Incomplete paperwork, requires manual review",4,2,Rio de Janeiro,Abu Dhabi,486
170,SHP000171,India,South Africa,2022-06-10,2022-06-20,2022-06-23,Rail,Carrier_44,R614,1637.09,Medium,0.03,Document,Incorrect HS code classification,3,1,Bangalore,Cape Town,690
171,SHP000172,Germany,Brazil,2020-07-01,2020-07-21,2020-07-22,Air,Carrier_30,R865,9890.34,Medium,0.89,Both,Routine customs clearance without issue,1,1,Munich,Fortaleza,400
172,SHP000173,Germany,Brazil,2019-12-02,2019-12-23,2019-12-23,Rail,Carrier_34,R820,13711.75,High,0.27,Both,High-risk commodity flagged for inspection,0,0,Munich,Brasilia,355
173,SHP000174,Australia,South Africa,2020-09-05,2020-09-15,2020-09-20,Road,Carrier_34,R552,31583.3,High,0.44,Document,Routine customs clearance without issue,5,2,Melbourne,Durban,299
174,SHP000175,China,South Africa,2020-06-24,2020-07-15,2020-07-17,Rail,Carrier_30,R677,38416.68,Low,0.49,Document,Random inspection selected,2,1,Beijing,Port Elizabeth,14
175,SHP000176,China,Brazil,2019-10-27,2019-11-02,2019-11-03,Rail,Carrier_23,R817,44833.06,Low,0.02,Document,Tariff dispute pending resolution,1,1,Beijing,Salvador,892
176,SHP000177,USA,Germany,2023-09-18,2023-10-04,2023-10-06,Rail,Carrier_29,R990,32040.43,High,0.83,Physical,"Suspected undervaluation, needs reassessment",2,1,Chicago,Hamburg,195
177,SHP000178,Japan,India,2021-01-01,2021-01-23,2021-01-23,Rail,Carrier_34,R230,49235.71,Medium,0.27,Both,"Suspected undervaluation, needs reassessment",0,0,Nagoya,Bangalore,342
178,SHP000179,South Africa,UK,2024-12-18,2025-01-04,2025-01-06,Air,Carrier_16,R571,14428.71,Low,0.83,Physical,Routine customs clearance without issue,2,1,Pretoria,Edinburgh,587
179,SHP000180,UK,China,2021-09-12,2021-09-23,2021-09-23,Sea,Carrier_7,R708,11114.64,Low,0.9,Physical,"Suspected undervaluation, needs reassessment",0,0,Birmingham,Shenzhen,464
180,SHP000181,China,UAE,2023-12-03,2023-12-15,2023-12-17,Air,Carrier_49,R984,30425.33,High,0.91,Both,Random inspection selected,2,1,Shanghai,Abu Dhabi,59
181,SHP000182,Australia,Japan,2021-08-28,2021-09-11,2021-09-15,Air,Carrier_43,R633,21519.76,High,0.05,Both,"Suspected undervaluation, needs reassessment",4,2,Melbourne,Osaka,889
182,SHP000183,USA,UAE,2024-07-23,2024-07-29,2024-08-01,Road,Carrier_42,R787,5057.13,Medium,0.39,Physical,Random inspection selected,3,1,Los Angeles,Sharjah,336
183,SHP000184,UK,USA,2024-04-23,2024-05-05,2024-05-05,Air,Carrier_20,R978,15145.99,Medium,0.3,Document,Incorrect HS code classification,0,0,Edinburgh,Chicago,929
184,SHP000185,South Africa,USA,2023-05-10,2023-05-22,2023-05-22,Road,Carrier_14,R438,33519.89,High,0.21,Both,Routine customs clearance without issue,0,0,Johannesburg,Phoenix,879
185,SHP000186,Germany,China,2022-01-04,2022-01-21,2022-01-30,Sea,Carrier_5,R292,2527.97,Medium,0.05,Physical,High-risk commodity flagged for inspection,9,2,Berlin,Chengdu,211
186,SHP000187,Germany,India,2024-05-15,2024-05-27,2024-06-05,Air,Carrier_26,R345,17377.95,High,0.08,Both,Random inspection selected,9,2,Cologne,Mumbai,781
187,SHP000188,Brazil,Japan,2023-01-13,2023-02-03,2023-02-04,Rail,Carrier_30,R200,36681.25,Medium,0.43,Document,"Incomplete paperwork, requires manual review",1,1,Rio de Janeiro,Tokyo,148
188,SHP000189,Australia,Germany,2020-08-20,2020-08-25,2020-08-29,Road,Carrier_36,R698,40171.38,Medium,0.59,Physical,Tariff dispute pending resolution,4,2,Melbourne,Cologne,650
189,SHP000190,Australia,Germany,2024-08-07,2024-08-29,2024-08-29,Road,Carrier_17,R881,18687.72,Medium,0.14,Physical,High-risk commodity flagged for inspection,0,0,Perth,Munich,474
190,SHP000191,South Africa,UAE,2021-01-23,2021-02-14,2021-02-15,Sea,Carrier_34,R134,10071.51,High,0.73,Physical,"Incomplete paperwork, requires manual review",1,1,Durban,Abu Dhabi,71
191,SHP000192,USA,China,2021-06-14,2021-07-05,2021-07-08,Rail,Carrier_24,R161,40521.5,Low,0.85,Both,Incorrect HS code classification,3,1,Phoenix,Guangzhou,672
192,SHP000193,UK,China,2019-03-10,2019-03-31,2019-04-01,Road,Carrier_35,R393,11839.26,Low,0.04,Physical,"Incomplete paperwork, requires manual review",1,1,Edinburgh,Chengdu,771
193,SHP000194,South Africa,USA,2021-09-14,2021-09-25,2021-09-25,Road,Carrier_23,R373,35573.18,High,0.57,Physical,"Suspected undervaluation, needs reassessment",0,0,Port Elizabeth,New York,525
194,SHP000195,Germany,Japan,2019-11-27,2019-12-22,2019-12-22,Sea,Carrier_6,R515,46295.41,High,0.47,Physical,"Suspected undervaluation, needs reassessment",0,0,Berlin,Nagoya,138
195,SHP000196,USA,India,2024-08-09,2024-08-27,2024-09-01,Road,Carrier_37,R978,43240.09,High,0.83,Both,Tariff dispute pending resolution,5,2,Los Angeles,Kolkata,302
196,SHP000197,Brazil,China,2019-11-01,2019-11-27,2019-11-29,Road,Carrier_35,R677,12270.43,Low,0.7,Both,High-risk commodity flagged for inspection,2,1,Brasilia,Shanghai,135
197,SHP000198,UK,India,2022-05-10,2022-05-20,2022-05-20,Air,Carrier_37,R954,17653.87,Low,0.32,Both,"Suspected undervaluation, needs reassessment",0,0,London,Kolkata,698
198,SHP000199,India,Australia,2022-11-17,2022-11-23,2022-11-29,Sea,Carrier_28,R337,16618.87,Medium,0.62,Document,"Incomplete paperwork, requires manual review",6,2,Delhi,Perth,896
199,SHP000200,Brazil,South Africa,2024-07-02,2024-07-14,2024-07-16,Road,Carrier_36,R484,12415.01,Medium,0.02,Physical,Routine customs clearance without issue,2,1,Brasilia,Port Elizabeth,548
200,SHP000201,Australia,Brazil,2021-10-06,2021-11-02,2021-11-04,Sea,Carrier_6,R374,47014.32,Medium,0.35,Document,Random inspection selected,2,1,Brisbane,Rio de Janeiro,434
201,SHP000202,India,USA,2019-01-22,2019-02-05,2019-02-10,Rail,Carrier_24,R879,38592.23,Medium,0.63,Document,Incorrect HS code classification,5,2,Delhi,Phoenix,195
202,SHP000203,South Africa,Australia,2023-07-30,2023-08-07,2023-08-07,Sea,Carrier_6,R462,21646.49,Medium,0.11,Physical,Random inspection selected,0,0,Cape Town,Sydney,774
203,SHP000204,UK,UAE,2019-12-13,2020-01-10,2020-01-16,Air,Carrier_37,R633,18376.49,Medium,0.23,Document,Tariff dispute pending resolution,6,2,Edinburgh,Dubai,770
204,SHP000205,USA,India,2020-11-15,2020-12-03,2020-12-04,Road,Carrier_27,R406,19832.01,High,0.95,Both,Tariff dispute pending resolution,1,1,Los Angeles,Chennai,824
205,SHP000206,Australia,Germany,2024-02-19,2024-02-27,2024-02-29,Air,Carrier_20,R106,39530.91,Medium,0.88,Document,Tariff dispute pending resolution,2,1,Perth,Munich,642
206,SHP000207,Australia,USA,2022-05-15,2022-05-30,2022-05-31,Air,Carrier_31,R421,31057.16,High,0.23,Both,Tariff dispute pending resolution,1,1,Melbourne,Houston,759
207,SHP000208,Australia,Germany,2022-08-27,2022-09-13,2022-09-17,Road,Carrier_26,R473,47193.86,High,0.51,Both,"Incomplete paperwork, requires manual review",4,2,Perth,Berlin,440
208,SHP000209,UAE,Germany,2023-12-01,2023-12-31,2023-12-31,Road,Carrier_45,R170,11803.82,Low,0.35,Document,"Suspected undervaluation, needs reassessment",0,0,Abu Dhabi,Frankfurt,670
209,SHP000210,USA,UAE,2023-03-25,2023-04-01,2023-04-01,Rail,Carrier_39,R590,3834.29,Medium,0.93,Both,"Incomplete paperwork, requires manual review",0,0,New York,Abu Dhabi,51
210,SHP000211,Japan,Australia,2019-12-15,2019-12-23,2019-12-29,Air,Carrier_43,R780,35105.01,High,0.22,Both,"Suspected undervaluation, needs reassessment",6,2,Nagoya,Adelaide,920
211,SHP000212,UK,Japan,2023-10-30,2023-11-07,2023-11-07,Sea,Carrier_7,R364,11967.06,High,0.58,Both,High-risk commodity flagged for inspection,0,0,Manchester,Yokohama,299
212,SHP000213,UAE,Japan,2023-05-22,2023-06-10,2023-06-10,Air,Carrier_23,R125,44548.66,Low,0.81,Both,High-risk commodity flagged for inspection,0,0,Sharjah,Yokohama,104
213,SHP000214,Japan,Brazil,2022-11-06,2022-11-25,2022-11-25,Air,Carrier_34,R594,33106.86,High,0.41,Document,Random inspection selected,0,0,Osaka,Fortaleza,416
214,SHP000215,India,Japan,2019-07-03,2019-08-02,2019-08-02,Sea,Carrier_2,R969,36447.59,Low,0.22,Both,High-risk commodity flagged for inspection,0,0,Chennai,Kyoto,668
215,SHP000216,South Africa,USA,2022-09-17,2022-10-09,2022-10-09,Rail,Carrier_30,R337,34479.68,Medium,0.5,Document,"Incomplete paperwork, requires manual review",0,0,Johannesburg,Chicago,585
216,SHP000217,Australia,Germany,2024-01-16,2024-02-08,2024-02-17,Rail,Carrier_25,R104,41409.37,Low,0.57,Both,"Incomplete paperwork, requires manual review",9,2,Brisbane,Cologne,371
217,SHP000218,South Africa,USA,2023-02-07,2023-02-22,2023-02-22,Air,Carrier_30,R216,14084.39,High,0.66,Document,Incorrect HS code classification,0,0,Port Elizabeth,Phoenix,131
218,SHP000219,UK,India,2022-11-26,2022-12-12,2022-12-16,Rail,Carrier_40,R276,35176.1,High,0.75,Physical,Random inspection selected,4,2,Liverpool,Chennai,30
219,SHP000220,India,Brazil,2022-06-04,2022-06-12,2022-06-15,Air,Carrier_24,R810,8771.65,Low,0.03,Both,Tariff dispute pending resolution,3,1,Delhi,Sao Paulo,408
220,SHP000221,UK,USA,2024-06-16,2024-07-11,2024-07-12,Air,Carrier_36,R270,17420.82,Medium,0.82,Both,"Incomplete paperwork, requires manual review",1,1,Manchester,Los Angeles,942
221,SHP000222,Japan,China,2024-06-07,2024-06-16,2024-06-18,Air,Carrier_25,R675,41774.57,Medium,0.29,Both,Routine customs clearance without issue,2,1,Nagoya,Beijing,507
222,SHP000223,UAE,South Africa,2020-11-16,2020-11-23,2020-11-25,Sea,Carrier_49,R325,31958.86,Medium,0.54,Physical,Routine customs clearance without issue,2,1,Ras Al Khaimah,Port Elizabeth,986
223,SHP000224,UAE,South Africa,2024-09-23,2024-10-01,2024-10-03,Sea,Carrier_18,R893,39212.42,Medium,0.54,Both,High-risk commodity flagged for inspection,2,1,Sharjah,Johannesburg,428
224,SHP000225,UK,India,2021-10-10,2021-10-24,2021-10-25,Sea,Carrier_29,R369,31998.47,Low,0.94,Both,Incorrect HS code classification,1,1,Manchester,Delhi,797
225,SHP000226,Japan,UAE,2020-11-10,2020-12-04,2020-12-06,Air,Carrier_14,R933,34706.4,Medium,0.71,Both,Incorrect HS code classification,2,1,Kyoto,Ajman,227
226,SHP000227,USA,UK,2022-04-13,2022-04-27,2022-04-29,Road,Carrier_33,R795,17948.27,High,0.87,Physical,"Suspected undervaluation, needs reassessment",2,1,Los Angeles,London,29
227,SHP000228,USA,Brazil,2020-08-22,2020-09-18,2020-09-18,Road,Carrier_16,R879,48700.96,High,0.13,Document,"Suspected undervaluation, needs reassessment",0,0,Los Angeles,Salvador,767
228,SHP000229,UK,UAE,2024-01-26,2024-02-02,2024-02-08,Sea,Carrier_26,R627,34481.47,Medium,1.0,Document,Incorrect HS code classification,6,2,Birmingham,Abu Dhabi,359
229,SHP000230,China,USA,2024-02-21,2024-03-17,2024-03-18,Road,Carrier_5,R914,21882.88,Medium,0.79,Document,Random inspection selected,1,1,Shenzhen,Phoenix,101
230,SHP000231,Brazil,UK,2020-06-18,2020-07-11,2020-07-11,Rail,Carrier_22,R798,5036.67,Low,0.27,Physical,Routine customs clearance without issue,0,0,Salvador,Liverpool,795
231,SHP000232,USA,South Africa,2024-02-13,2024-02-18,2024-02-22,Rail,Carrier_13,R805,47592.31,High,0.94,Document,Random inspection selected,4,2,Houston,Durban,285
232,SHP000233,India,UK,2020-11-08,2020-11-14,2020-11-21,Rail,Carrier_41,R412,20482.13,High,0.41,Physical,"Incomplete paperwork, requires manual review",7,2,Chennai,London,150
233,SHP000234,Germany,South Africa,2019-11-16,2019-11-25,2019-11-25,Air,Carrier_34,R796,44810.86,Low,0.03,Document,"Suspected undervaluation, needs reassessment",0,0,Hamburg,Durban,35
234,SHP000235,USA,South Africa,2019-10-18,2019-10-30,2019-10-30,Rail,Carrier_6,R848,43353.55,Low,0.19,Document,Routine customs clearance without issue,0,0,Los Angeles,Port Elizabeth,460
235,SHP000236,USA,Germany,2019-10-08,2019-10-29,2019-11-04,Sea,Carrier_40,R765,43562.54,High,0.84,Both,High-risk commodity flagged for inspection,6,2,Los Angeles,Frankfurt,454
236,SHP000237,UK,South Africa,2021-06-08,2021-06-15,2021-06-18,Sea,Carrier_9,R870,7431.0,Low,0.62,Physical,Random inspection selected,3,1,Manchester,Cape Town,178
237,SHP000238,India,Brazil,2022-03-13,2022-04-11,2022-04-16,Sea,Carrier_43,R996,40030.33,Low,0.13,Both,Tariff dispute pending resolution,5,2,Bangalore,Sao Paulo,632
238,SHP000239,Brazil,China,2021-09-07,2021-09-27,2021-09-27,Rail,Carrier_8,R346,10825.71,Medium,0.58,Physical,Tariff dispute pending resolution,0,0,Brasilia,Guangzhou,950
239,SHP000240,Australia,UK,2023-02-05,2023-02-27,2023-03-06,Air,Carrier_49,R582,14180.68,Medium,0.46,Physical,"Incomplete paperwork, requires manual review",7,2,Sydney,Manchester,835
240,SHP000241,China,UAE,2024-09-06,2024-09-20,2024-09-20,Rail,Carrier_28,R818,30401.01,High,0.86,Physical,Random inspection selected,0,0,Beijing,Abu Dhabi,148
241,SHP000242,India,Japan,2019-11-20,2019-12-11,2019-12-11,Air,Carrier_10,R649,39212.7,High,0.1,Both,"Incomplete paperwork, requires manual review",0,0,Kolkata,Yokohama,328
242,SHP000243,Brazil,UAE,2021-09-04,2021-09-10,2021-09-11,Air,Carrier_6,R544,31289.63,Medium,0.01,Both,"Suspected undervaluation, needs reassessment",1,1,Fortaleza,Abu Dhabi,128
243,SHP000244,USA,India,2019-02-21,2019-03-20,2019-03-20,Air,Carrier_45,R111,16996.6,High,0.35,Document,High-risk commodity flagged for inspection,0,0,Chicago,Delhi,454
244,SHP000245,Japan,USA,2022-01-05,2022-02-02,2022-02-02,Sea,Carrier_50,R130,28809.5,Medium,0.2,Both,Incorrect HS code classification,0,0,Kyoto,Phoenix,953
245,SHP000246,India,South Africa,2024-02-08,2024-02-29,2024-03-01,Road,Carrier_4,R611,9206.65,Low,0.71,Both,"Suspected undervaluation, needs reassessment",1,1,Kolkata,Cape Town,590
246,SHP000247,India,Brazil,2024-09-15,2024-09-20,2024-09-22,Sea,Carrier_1,R350,35743.97,Low,0.8,Physical,Incorrect HS code classification,2,1,Delhi,Rio de Janeiro,49
247,SHP000248,UK,Germany,2022-08-11,2022-08-23,2022-08-23,Rail,Carrier_47,R427,17633.06,High,0.89,Both,"Incomplete paperwork, requires manual review",0,0,Edinburgh,Frankfurt,636
248,SHP000249,USA,Brazil,2024-10-13,2024-10-19,2024-10-24,Rail,Carrier_5,R998,23163.6,High,0.73,Document,"Incomplete paperwork, requires manual review",5,2,Chicago,Fortaleza,313
249,SHP000250,Japan,Germany,2022-04-09,2022-05-02,2022-05-04,Road,Carrier_48,R737,4999.87,Low,0.16,Both,Incorrect HS code classification,2,1,Kyoto,Munich,288
250,SHP000251,Germany,USA,2019-01-27,2019-02-14,2019-02-15,Sea,Carrier_15,R654,48817.4,Medium,0.79,Both,"Suspected undervaluation, needs reassessment",1,1,Hamburg,Chicago,82
251,SHP000252,Brazil,India,2021-04-20,2021-05-11,2021-05-14,Air,Carrier_27,R603,33276.68,Low,0.72,Both,Tariff dispute pending resolution,3,1,Rio de Janeiro,Mumbai,674
252,SHP000253,Japan,South Africa,2019-12-14,2020-01-06,2020-01-08,Sea,Carrier_33,R236,10777.58,Low,0.03,Document,"Suspected undervaluation, needs reassessment",2,1,Tokyo,Johannesburg,793
253,SHP000254,USA,Brazil,2022-04-09,2022-04-22,2022-04-24,Road,Carrier_26,R817,13626.46,Low,0.73,Physical,High-risk commodity flagged for inspection,2,1,Phoenix,Sao Paulo,759
254,SHP000255,USA,India,2020-09-28,2020-10-06,2020-10-06,Air,Carrier_29,R577,17950.81,Low,0.04,Document,Random inspection selected,0,0,Houston,Bangalore,831
255,SHP000256,UAE,Brazil,2020-05-06,2020-05-13,2020-05-19,Air,Carrier_44,R411,43484.54,Low,0.73,Both,High-risk commodity flagged for inspection,6,2,Sharjah,Sao Paulo,880
256,SHP000257,Japan,UAE,2024-10-04,2024-10-10,2024-10-15,Road,Carrier_17,R939,45134.39,High,0.59,Both,High-risk commodity flagged for inspection,5,2,Nagoya,Sharjah,384
257,SHP000258,India,South Africa,2020-02-22,2020-03-23,2020-03-24,Air,Carrier_8,R112,45705.8,Medium,0.63,Both,"Suspected undervaluation, needs reassessment",1,1,Mumbai,Cape Town,614
258,SHP000259,India,Japan,2019-11-04,2019-11-09,2019-11-09,Sea,Carrier_13,R761,36075.42,Low,0.24,Document,"Incomplete paperwork, requires manual review",0,0,Kolkata,Osaka,969
259,SHP000260,USA,UAE,2023-06-06,2023-06-26,2023-06-29,Sea,Carrier_25,R799,48598.36,Medium,0.49,Document,Tariff dispute pending resolution,3,1,Chicago,Ajman,508
260,SHP000261,USA,China,2021-10-03,2021-10-28,2021-10-31,Road,Carrier_32,R521,22819.96,Medium,0.59,Physical,Tariff dispute pending resolution,3,1,Los Angeles,Shanghai,788
